TIPID,Municipalities,ID_x,LineItemName_x,FY17GasTax,FY17RICAPHIP,FY17RIHMA,FY17RICAPprojects,FY17RICAPfacilities,FY17ProjectCloseouts,FY17IWAYLandSales,FY17GARVEE,FY17TollRevenue,FY17RailwayProgram,FY17HSIP,FY17TAP,FY17NHPP,FY17CMAQ,FY17Planning,FY17STP,FY17NationalFreight,FY17NHTSA,FY17FTA,FY17Earmarks,FY17TollCredits,FY17TransitBond,FY17allocation,ID_y,LineItemName_y,FY18GasTax,FY18RICAPHIP,FY18RIHMA,FY18RICAPprojects,FY18RICAPfacilities,FY18ProjectCloseouts,FY18IWAYLandSales,FY18GARVEE,FY18TollRevenue,FY18RailwayProgram,FY18HSIP,FY18TAP,FY18NHPP,FY18CMAQ,FY18Planning,FY18STP,FY18NationalFreight,FY18NHTSA,FY18FTA,FY18Earmarks,FY18TollCredits,FY18TransitBond,FY18allocation,ID_x,LineItemName_x,FY19GasTax,FY19RICAPHIP,FY19RIHMA,FY19RICAPprojects,FY19RICAPfacilities,FY19ProjectCloseouts,FY19IWAYLandSales,FY19GARVEE,FY19TollRevenue,FY19RailwayProgram,FY19HSIP,FY19TAP,FY19NHPP,FY19CMAQ,FY19Planning,FY19STP,FY19NationalFreight,FY19NHTSA,FY19FTA,FY19Earmarks,FY19TollCredits,FY19TransitBond,FY19allocation,ID_y,LineItemName_y,FY20GasTax,FY20RICAPHIP,FY20RIHMA,FY20RICAPprojects,FY20RICAPfacilities,FY20ProjectCloseouts,FY20IWAYLandSales,FY20GARVEE,FY20TollRevenue,FY20RailwayProgram,FY20HSIP,FY20TAP,FY20NHPP,FY20CMAQ,FY20Planning,FY20STP,FY20NationalFreight,FY20NHTSA,FY20FTA,FY20Earmarks,FY20TollCredits,FY20TransitBond,FY20allocation,ID,FY21allocation,FY22allocation,FY23allocation,FY24allocation,FY25allocation
850.0,,3079.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,434.0,Bridge Group 39,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,120.0,,,0.166,,,,,,,,,,,0.665,,,,,,,0.0,0.0,0.0,0.8309,120.0,,,2.954,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.9542,38.0,7.2009,2.4003,0.0,0.0,0.0
851.0,,3080.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,435.0,Bridge Group 40,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,121.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,121.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,39.0,0.0,0.0,1.25,2.95,5.15
852.0,,3081.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,436.0,Bridge Group 41,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,122.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,122.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1.5418
853.0,,3082.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,437.0,Bridge Group 42,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,123.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,123.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,41.0,1.7061,1.5105,6.3193,1.8398,0.0
854.0,,3083.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,438.0,Bridge Group 43,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,124.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,124.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,2.1426
855.0,,3084.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,439.0,Bridge Group 44,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,125.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,125.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,43.0,1.6512,7.3142,9.0158,1.5674,0.0
856.0,,3085.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,440.0,Bridge Group 45,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,126.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,126.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0
857.0,,3086.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,441.0,Bridge Group 46,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,127.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,127.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
858.0,,3087.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,442.0,Bridge Group 47,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,128.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,128.0,,,0.181,,,,,,,,,,,,,,1.633,,,,0.0,0.0,0.0,1.8141,46.0,1.2412,4.2069,8.8776,0.0,0.0
859.0,,3088.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,443.0,Bridge Group 48,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,129.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,129.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,47.0,0.0,0.0,2.1862,4.3174,9.9267
860.0,,3089.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,444.0,Bridge Group 49,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,130.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,130.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,5.0
861.0,,3090.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,445.0,Bridge Group 50,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,131.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,131.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,49.0,0.0,0.9991,1.7064,1.4366,3.8211
862.0,,3091.0,,,,,,,4.77,4.1,,,,,,3.0,,,2.0,,,,0.0,0.0,0.0,13.87,446.0,Bridge Group 51,,2.934,,,,,,,,,,,11.736,,,,,,,0.0,0.0,0.0,14.6703,132.0,,,1.233,,,,,,,,,,,4.93,,,,,,,0.0,0.0,0.0,6.1627,132.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
863.0,,3092.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,447.0,Bridge Group 52,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,133.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,133.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0
914.0,,3093.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,497.0,Bridge Group 52A,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,134.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,170.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,97.0,0.0,0.0,,,
895.0,,3094.0,,,,,,,,2.787,,,,,,,,,,,,,0.0,0.0,0.0,2.787,479.0,Bridge Group 52B,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,135.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,158.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,82.0,0.0,0.0,,,
864.0,,3095.0,,,0.122,,,,,,,,,,,,,,0.51,,,,0.0,0.0,0.0,0.632,448.0,Bridge Group 53,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,136.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,134.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
896.0,,3096.0,,,0.2,,,,,,,,,,,,,,0.8,,,,0.0,0.0,0.0,1.0,480.0,Bridge Group 53B,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,137.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,159.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,83.0,0.0,0.0,,,
865.0,,3097.0,,,,,,,,0.4,,,,,,1.6,,,,,,,0.0,0.0,0.0,2.0,449.0,Bridge Group 54,,1.2,,,,,,,,,,,2.4,,,2.4,,,,0.0,0.0,0.0,6.0,138.0,,,0.4,,,,,,,,,,,0.8,,,0.8,,,,0.0,0.0,0.0,2.0,135.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0
866.0,,3098.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,450.0,Bridge Group 55 ,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,139.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,136.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0
867.0,,3099.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,451.0,Bridge Group 56A,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,174.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,137.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,55.0,,,0.0,0.0,0.0
915.0,,3100.0,,,,,,,,,,,,,,0.5,,,,,,,0.0,0.0,0.0,0.5,498.0,Bridge Group 56B,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,140.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,171.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,98.0,0.0,0.0,,,
916.0,,3101.0,,,,0.215,,,,,,,,,,3.5,,,0.88,,,,0.0,0.0,0.0,4.595,499.0,Bridge Group 56C,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,141.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,172.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,99.0,0.0,0.0,,,
898.0,,3102.0,,,,0.06,,,,,,,,,,,,,0.22,,,,0.0,0.0,0.0,0.28,481.0,Bridge Group 57C,,0.02,,,,,,,,,,,,,,0.08,,,,0.0,0.0,0.0,0.1,145.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,161.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,85.0,0.0,0.0,,,
899.0,,3103.0,,,,0.225,,,,,,,,,,,,,0.9,,,,0.0,0.0,0.0,1.125,482.0,Bridge Group 57D,,0.2,,,,,,,,,,,,,,0.8,,,,0.0,0.0,0.0,1.0,146.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,162.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,86.0,0.0,0.0,,,
900.0,,3104.0,,,,0.3,,,,,,,,,,,,,1.2,,,,0.0,0.0,0.0,1.5,483.0,Bridge Group 57F,,0.2,,,,,,,,,,,,,,0.8,,,,0.0,0.0,0.0,1.0,147.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,163.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,87.0,0.0,0.0,,,
918.0,,3105.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,501.0,Bridge Group 57L,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,148.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,174.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,101.0,0.0,0.0,,,
901.0,,3106.0,,,0.2,0.3,,,,,,,,,,,,,2.0,,,,0.0,0.0,0.0,2.5,484.0,Bridge Group 57M,,0.5,,,,,,,,,,,,,,2.0,,,,0.0,0.0,0.0,2.5,149.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,164.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,88.0,0.0,0.0,,,
902.0,,3107.0,,,,,,,,,,,,,,2.0,,,,,,,0.0,0.0,0.0,2.0,485.0,Bridge Group 57T (J),,,,,,,,,4.0,,,,,,,,,,,0.0,0.0,0.0,4.0,150.0,,,,,,,,,,3.5,,,,,,,,,,,0.0,0.0,0.0,3.5,139.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0
869.0,,3108.0,,,,,,,,1.5,,,,,,6.4,,,3.0,,,,0.0,0.0,0.0,10.9,453.0,Bridge Group 58,,,0.72,,,,,,,,,,,,,2.88,,,,0.0,0.0,0.0,3.6,151.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,140.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0
870.0,,3109.0,,,0.476,,,,,,,,,,,1.89,,,,,,,0.0,0.0,0.0,2.366,454.0,Bridge Group 59,,,2.08,,,2.2,,,,,,,6.12,,,,,,,0.0,0.0,0.0,10.4,152.0,,,1.14,,,,,,,,,,,4.56,,,,,,,0.0,0.0,0.0,5.7,141.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0
903.0,,3110.0,,,0.134,,,,,,,,,,,0.55,,,,,,,0.0,0.0,0.0,0.684,486.0,Bridge Group 59B,,,0.2,,,,,,,,,,0.8,,,,,,,0.0,0.0,0.0,1.0,153.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,165.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,90.0,0.0,0.0,,,
904.0,,3111.0,,,0.08,,,,,,,,,,,0.32,,,,,,,0.0,0.0,0.0,0.4,487.0,Bridge Group 59C,,,0.4,,,,,,,,,,1.6,,,,,,,0.0,0.0,0.0,2.0,154.0,,,0.4,,,,,,,,,,,,,,,1.6,,,0.0,0.0,0.0,2.0,166.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,91.0,0.0,0.0,,,
913.0,,3112.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,496.0,Bridge Group 60,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871.0,,3113.0,,,0.08,,,,,,,,,,,,,,0.32,,,,0.0,0.0,0.0,0.4,455.0,Bridge Group 62,,0.2,,,,,,,,,,,,,,0.8,,,,0.0,0.0,0.0,1.0,155.0,,,0.4,,,,,,,,,,,,,,1.6,,,,0.0,0.0,0.0,2.0,142.0,,,0.64,,,,,,,,,,,,,,,2.56,,,0.0,0.0,0.0,3.2,59.0,0.0,0.0,0.0,0.0,0.0
905.0,,3114.0,,,0.25,0.25,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.5,488.0,Bridge Group 62T (K),,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,156.0,,,,,,,,,,4.0,,,,,,,,,,,0.0,0.0,0.0,4.0,143.0,,,,4.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,92.0,0.0,0.0,0.0,0.0,0.0
872.0,,3115.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,456.0,Bridge Group 65,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,157.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,144.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
873.0,,3116.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,457.0,Bridge Group 66,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,158.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,145.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0
874.0,,3117.0,,,0.205,,,,,,,,,,,2.95,,,0.538,,,,0.0,0.0,0.0,3.693,458.0,Bridge Group 67,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,159.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,146.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0
906.0,,3118.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,489.0,Bridge Group 67A,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,160.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,147.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0
907.0,,3119.0,,,0.08,,,,,,,,,,,0.32,,,,,,,0.0,0.0,0.0,0.4,490.0,Bridge Group 67B,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,161.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,167.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,104.0,,,,,
908.0,,3120.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,491.0,Bridge Group 67T,,,3.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,162.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,148.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0
875.0,,3121.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,459.0,Bridge Group 68,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,163.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,149.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0
876.0,,3122.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,460.0,Bridge Group 69,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,164.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,150.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0
920.0,,3123.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,503.0,Bridge Group 69T (H),,,3.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,165.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,151.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0
877.0,,3124.0,,,0.224,,,,,,,,,,,0.91,,,,,,,0.0,0.0,0.0,1.134,461.0,Bridge Group 70,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,166.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,152.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0
910.0,,3125.0,,,0.35,,,,,,,,,,,1.4,,,,,,,0.0,0.0,0.0,1.75,493.0,Bridge Group 70A,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,167.0,,,,,,,,,,1.0,,,,,,,,,,,0.0,0.0,0.0,1.0,168.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,105.0,,,,,
911.0,,3126.0,,,0.5,,,,,,,,,,,2.0,,,,,,,0.0,0.0,0.0,2.5,494.0,Bridge Group 70C,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,175.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,169.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,106.0,,,,,
878.0,,3127.0,,,0.847,,,,,,,,,,,3.388,,,,,,,0.0,0.0,0.0,4.2346,462.0,Bridge Group 71,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,169.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,153.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0
879.0,,3128.0,,,0.18,,,,,,,,,,,1.62,,,,,,,0.0,0.0,0.0,1.8,463.0,Bridge Group 75,,1.04,,,,,,,,,,,9.36,,,,,,,0.0,0.0,0.0,10.4,170.0,,,1.4,,,,,,,,,,,12.6,,,,,,,0.0,0.0,0.0,14.0,154.0,,,0.8,,,,,,,,,,,7.2,,,,,,,0.0,0.0,0.0,8.0,67.0,10.0,3.0,0.0,0.0,0.0
912.0,,3129.0,,,0.112,0.036,,,0.03,0.475,,,,,,1.7,,,,4.2,,,0.0,0.0,0.0,6.553,495.0,Bridge Group 75T (I),,4.829,9.871,,,,,,,,,,,,,,1.9,,,0.0,0.0,0.0,16.6,171.0,,,,,,,,,,13.1,,,,,,,,,,,0.0,0.0,0.0,13.1,155.0,,,,22.6,,,,,,,,,,,,,,,,,0.0,0.0,0.0,22.6,96.0,22.6,3.0,0.0,0.0,0.0
880.0,,3130.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,464.0,Bridge Group 77,,0.527,,,,,,,,,,,2.11,,,,,,,0.0,0.0,0.0,2.6376,172.0,,,1.297,,,,,,,,,,,5.187,,,,,,,0.0,0.0,0.0,6.4844,156.0,,,0.453,,,,,,,,,1.81,,,,,,,,,0.0,0.0,0.0,2.263,68.0,0.0,0.0,0.0,0.0,0.0
881.0,,3131.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,465.0,Bridge Group 78,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,173.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,157.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0
801.0,,3132.0,,,8.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,8.0,400.0,Immediate Action,,8.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,8.0,70.0,,,8.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,8.0,70.0,,,6.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.0,1.0,6.0,4.0,4.0,4.0,2.0
2000.0,,3133.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,512.0,n/a,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868.0,,3134.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,452.0,Bridge Group 57,,0.34,,,,,,,,,,,,,,1.36,,,,0.0,0.0,0.0,1.7,144.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,138.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,466.0,Bridge Group 81,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0,Bridge Group 69T,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,Bridge Group 56D,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,143.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,173.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,100.0,0.0,0.0,,,
919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,502.0,Bridge Group 70B,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,168.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,175.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,107.0,,,,,
923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0,Bridge Group 86,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,507.0,Bridge Group 69A,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,508.0,Bridge Group 7T,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,160.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,84.0,0.0,0.0,,,
